NAME,CATEGORY,VIEW1PERMISSION1,VIEW1PERMISSION2,VIEW1PERMISSION3,VIEW1PERMISSION4,VIEW1PERMISSION5
"""Procore""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""Animaker""","[""marketing""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Engaging Networks - Toronto""","[""crm""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Belqlam""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Affinity for Zoom""","[""crm""]","""Settings""","""Profile & Contact Information""",,,
"""Atlas Governance""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Workvivo""","[""human-resources""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""MeLL+ professional""","[""health-care"",""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Docket - Zoom Meeting Transcripts and Recording""","[""transcription-translation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""2meetup""","[""eventmanagement""]",,,,,
"""Calendr for Zoom""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Element451 Admin""","[""crm"",""education""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Wellness That Works by WW""","[""health-care"",""social-activities""]","""Content""","""Product Usage""",,,
"""Zoom for Kairos3 Timing""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Medallia LivingLens""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Engly""","[""learning-development""]",,,,,
"""Monosnap""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Clinivid Meeting""","[""health-wellness""]",,,,,
"""Qatalog""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""Cincopa""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Wizlearn LMS""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""CRMHere Zoom Integration""","[""crm""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""CommandDot""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""shift-live""","[""eventmanagement""]",,,,,
"""Visla""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Infusionsoft""","[""marketing""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Scoir Office Hours""","[""education"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Martindale-Avvo True Scheduler""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""CanopyLAB""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Jamf Teacher""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""OrthoFX Video Visit""","[""health-care"",""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Innovation Valley""","[""education"",""learning-development""]",,,,,
"""SlidesUp Event Planning""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Hiintern""","[""human-resources""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""finexis Integration""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Pigeon""","[""scheduling-calendar""]","""Profile & Contact Information""",,,,
"""CLASSUM""","[""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""Koya""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""Cognitive View""","[""content-and-compliance""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Adobe Xd moments""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Appspace""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""FEjobs""","[""education"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""DMI-Talk""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""GoSchedule""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Morphx""","[""customer-service""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""RKAnywhere""","[""health-care"",""health-wellness""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Blibiba Office""","[""team-collaborations""]",,,,,
"""Abiliti""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""Mobiles Festnetz""","[""team-collaborations""]",,,,,
"""TagAlong""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Incoming Webhook""","[""productivity""]","""Content""",,,,
"""ezyVet Telemedicine""","[""health-wellness""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""BetterCloud""","[""content-and-compliance""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""","""Device Information"""
"""Theta Lake for Zoom""","[""content-and-compliance""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""PracticeNow!""","[""education"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""MoveGB""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""",,,
"""Netskope""","[""content-and-compliance""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""Dropbox Spaces""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""qube""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Quuly""","[""education"",""learning-development""]",,,,,
"""e-Stela""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Front""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""Integrately""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Prezi Video""","[""education"",""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Device Information""",,
"""Sentry Notifications""","[""analytics""]","""Settings""","""Profile & Contact Information""",,,
"""SharpSpring""","[""scheduling-calendar""]",,,,,
"""Jira Server Notifications""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""Digital Nepal""","[""customer-service"",""education""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Licencia Conducir Honduras""","[""customer-service""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Prelude - Formerly Interview Schedule - User App""","[""human-resources""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""e-Skool""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""VerticalChange""","[""health-care"",""health-wellness""]","""Settings""","""Profile & Contact Information""",,,
"""Productiv for Zoom Phone""","[""analytics""]","""Settings""","""Profile & Contact Information""","""Device Information""",,
"""Bookeo""","[""scheduling-calendar""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""Bonjour, View and Update Salesforce""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Box app for Zoom""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""MeePet""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Smartsheet Notifications""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Harmonizely""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Legacy Prezi Video Connector""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""Delenta""","[""health-care"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""AceUp""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Workona - Project collaboration""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""Vimeo Notifications""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Jeenie Interpreting""","[""team-collaborations"",""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""LawConnect for Zoom""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Decision Time""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""TM3""","[""health-wellness""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Book2day""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Calendesk - Online Booking System""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Coconut Software""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Schoox Personal Integration Zoom Webinar""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Doctocliq""","[""health-wellness""]",,,,,
"""Connector for SAP SuccessFactors""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""adam.ai""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Novocall for Admin""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Zelt""","[""human-resources""]","""Settings""","""Profile & Contact Information""",,,
"""Getware""","[""transcription-translation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Collabee Messenger""","[""team-collaborations""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""Sunslower Yoga live session""","[""health-care"",""social-activities""]","""Settings""","""Profile & Contact Information""",,,
"""Dialpad""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
